c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_71.mp3	The Englishman was unable to sleep one night.	148	12
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_72.mp3	She would never know the difference, because she didn't know how to read.	134	8
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_73.mp3	His life and his path had always provided him with enough omens.	92	29
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_74.mp3	It was bunched up, and he had hardly thought of it for a long time.	109	14
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_75.mp3	"""You gave them everything I had!"" the boy said."	159	16
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_76.mp3	The dead soldiers were replaced by others, and life went on.	129	14
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_77.mp3	Some storms are worth the wreckage.	109	30
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_78.mp3	I went stretching my legs clumsily and feeling my way in the dark.	116	17
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_79.mp3	From where he sat, he could observe the plaza.	117	9
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_80.mp3	The wind's curiosity was aroused, something that had never happened before.	117	27
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_81.mp3	It was a pleasant change from talking to his sheep.	110	23
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_82.mp3	He heard a muffled grating sound and saw the black mark jerk forward an inch or so.	110	14
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_83.mp3	"""What's the fifth obligation?"" the boy asked."	114	17
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_84.mp3	The boy said nothing.	130	11
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_85.mp3	Somebody pushed against me, and I almost fell into the ditch.	88	42
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_86.mp3	That he wanted to travel.	119	27
c22c452a1374e12e9ab9ea86c07ff51b552740b5596e2c8a7ceafdf83b3bc9619bb443ffba426f48fbee10a63f1dff301a0db8aa662c86f0cf399e6f02e2e7d2	common_voice_en_87.mp3	Besides that, there was a heap of bicycles.	103	17
4acac0472277782415e23df5d930aa2ce953fe3b5c30cf180db4dd35003edf8dd9a46c93b8173f16635ad7157f081362914cf84827f254ef3e5a11aabcf50566	common_voice_en_91.mp3	I don't care whether she did or not.	4	0
4acac0472277782415e23df5d930aa2ce953fe3b5c30cf180db4dd35003edf8dd9a46c93b8173f16635ad7157f081362914cf84827f254ef3e5a11aabcf50566	common_voice_en_92.mp3	But he'd have to.	4	0
4acac0472277782415e23df5d930aa2ce953fe3b5c30cf180db4dd35003edf8dd9a46c93b8173f16635ad7157f081362914cf84827f254ef3e5a11aabcf50566	common_voice_en_93.mp3	The tired paramedic handed over his patient for surgery.	4	1
4acac0472277782415e23df5d930aa2ce953fe3b5c30cf180db4dd35003edf8dd9a46c93b8173f16635ad7157f081362914cf84827f254ef3e5a11aabcf50566	common_voice_en_94.mp3	He ate his dinner in solitude, contemplating his solemn task.	4	0
4acac0472277782415e23df5d930aa2ce953fe3b5c30cf180db4dd35003edf8dd9a46c93b8173f16635ad7157f081362914cf84827f254ef3e5a11aabcf50566	common_voice_en_95.mp3	Don't sit there like a frozen robin.	4	2
4acac0472277782415e23df5d930aa2ce953fe3b5c30cf180db4dd35003edf8dd9a46c93b8173f16635ad7157f081362914cf84827f254ef3e5a11aabcf50566	common_voice_en_96.mp3	I'm a lot closer to being able to do a pull-up than I realized.	4	0
4acac0472277782415e23df5d930aa2ce953fe3b5c30cf180db4dd35003edf8dd9a46c93b8173f16635ad7157f081362914cf84827f254ef3e5a11aabcf50566	common_voice_en_97.mp3	This is the Press Room.	4	0
4acac0472277782415e23df5d930aa2ce953fe3b5c30cf180db4dd35003edf8dd9a46c93b8173f16635ad7157f081362914cf84827f254ef3e5a11aabcf50566	common_voice_en_98.mp3	I should say not.	6	0
4acac0472277782415e23df5d930aa2ce953fe3b5c30cf180db4dd35003edf8dd9a46c93b8173f16635ad7157f081362914cf84827f254ef3e5a11aabcf50566	common_voice_en_99.mp3	Fifty cents on the dollar!	4	1
4acac0472277782415e23df5d930aa2ce953fe3b5c30cf180db4dd35003edf8dd9a46c93b8173f16635ad7157f081362914cf84827f254ef3e5a11aabcf50566	common_voice_en_100.mp3	I admit that I'm an alcoholic.	6	0
